app,module,doctype,label_cn,kind,is_submittable,is_child,is_single,autoname,title_field,track_changes,allow_rename,retention_years,data_classification,primary_roles,description,key_indexes,standard_references,domain_group
ione_hrp,HRP Organization,HRP Organization Mapping,HRP组织标准映射,Master,0,0,0,field:organization_unit,unit_code,1,0,10,内部,System Manager;HRP System Manager;HRP Data Steward;HRP Integration User,组织版本内的组织单元到ERPNext标准Department与Cost Center映射；只允许通过领域服务维护。,organization_version;organization_unit;company;hospital;department;cost_center,Company;Department;Cost Center,Core
ione_hrp,HRP Organization,HRP Clinical Department,HRP临床科室,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,组织领域的HRP临床科室对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,Department,Core
ione_hrp,HRP Organization,HRP Nursing Unit,HRP护理单元,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,组织领域的HRP护理单元对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Organization,HRP Ward,HRP病区,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,组织领域的HRP病区对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Organization,HRP Cost Responsibility Center,HRP成本责任中心,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,组织领域的HRP成本责任中心对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Organization,HRP Position,HRP岗位,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,组织领域的HRP岗位对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Organization,HRP Position Assignment,HRP岗位分配,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,组织领域的HRP岗位分配对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Organization,HRP Organization Version,HRP组织版本,Transaction,1,0,0,Prompt,version_label,1,0,10,内部,System Manager;HRP System Manager;HRP Data Steward,医院组织层级的生效日期版本；发布后不可修改或取消。,hospital;company;effective_from;status,Company,Core
ione_hrp,HRP Master Data,HRP Master Data Domain,HRP主数据域,Master,0,0,0,field:code,display_name,1,0,10,内部,System Manager;HRP System Manager;HRP Data Steward,标准主数据类型的受控领域定义；只允许通过主数据服务维护。,code;target_doctype;enabled,DocType,Core
ione_hrp,HRP Master Data,HRP Master Data Request,HRP主数据变更申请,Transaction,1,0,0,format:MDR-.YYYY.-.#####,subject,1,0,10,内部,System Manager;HRP System Manager;HRP Data Steward;HRP User,绑定组织范围、目标基线和字段提案的受控主数据变更申请。,master_data_domain;target_name;request_status;company;hospital,Company;DocType,Core
ione_hrp,HRP Master Data,HRP Master Data Change Item,HRP主数据变更明细,Child,0,1,0,,,0,0,10,内部,System Manager;HRP System Manager;HRP Data Steward;HRP User,主数据变更申请中的字段级当前值、建议值和原因快照。,field_name,,Core
ione_hrp,HRP Master Data,HRP External Code Mapping,HRP外部编码映射,Master,0,0,0,hash,external_code,1,0,10,内部,System Manager;HRP System Manager;HRP Data Steward;HRP Integration User,外部系统编码与受控标准主数据之间的双向映射；只允许通过领域服务维护。,source_key;target_key;enabled;valid_from;valid_to,Company;DocType,Core
ione_hrp,HRP Master Data,HRP Data Steward,HRP数据责任人,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,主数据领域的HRP数据责任人对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Master Data,HRP Data Quality Rule,HRP数据质量规则,Master,0,0,0,field:code,display_name,1,0,10,内部,System Manager;HRP System Manager;HRP Data Steward,面向受控标准主数据的声明式质量规则；只允许通过领域服务维护。,master_data_domain;target_doctype;company;hospital;organization_unit;enabled;valid_from;valid_to,Company;DocType;HRP Hospital;HRP Master Data Domain;HRP Organization Unit,Core
ione_hrp,HRP Master Data,HRP Data Quality Issue,HRP数据质量问题,Transaction,0,0,0,hash,target_name,1,0,10,内部,System Manager;HRP System Manager;HRP Data Steward,质量规则评估自动生成的问题台账；仅保存脱敏摘要并由领域服务自动解决或重新打开。,quality_rule;issue_key;issue_status;severity;company;hospital;organization_unit;last_evaluated_at,Company;DocType;HRP Data Quality Rule;HRP Hospital;HRP Master Data Domain;HRP Organization Unit,Core
ione_hrp,HRP Master Data,HRP Dictionary Value,HRP字典值,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,主数据领域的HRP字典值对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Master Data,HRP Funding Source,HRP资金来源,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,主数据领域的HRP资金来源对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Master Data,HRP Expense Category,HRP费用类别,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,主数据领域的HRP费用类别对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Master Data,HRP Business Dimension,HRP业务维度,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,主数据领域的HRP业务维度对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Master Data,HRP Dimension Value,HRP维度值,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,主数据领域的HRP维度值对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Workflow Authorization,HRP Approval Matrix,HRP审批矩阵,Master,0,0,0,format:CORE-.#####,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP审批矩阵对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP Approval Matrix Row,HRP审批矩阵行,Child,0,1,0,,,0,0,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP审批矩阵行对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP Delegation,HRP委托,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP委托对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Workflow Authorization,HRP Signing Authority,HRP签署权限,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP签署权限对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP Segregation Rule,HRP不相容职责规则,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP不相容职责规则对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP Access Scope,HRP访问范围,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP访问范围对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP Access Scope Member,HRP访问范围成员,Child,0,1,0,,,0,0,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP访问范围成员对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP Workflow Extension,HRP工作流扩展,Transaction,0,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP工作流扩展对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Workflow Authorization,HRP SLA Policy,HRP服务等级策略,Master,0,0,0,format:CORE-.#####,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP服务等级策略对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP SLA Escalation,HRP服务等级升级,Transaction,1,0,0,format:CORE-.YYYY.-.#####,subject,1,0,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP服务等级升级对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Workflow Authorization,HRP Business Rule,HRP业务规则,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP业务规则对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Core
ione_hrp,HRP Workflow Authorization,HRP Rule Execution Log,HRP规则执行日志,Log,0,0,0,format:CORE-.YYYY.-.#####,subject,0,0,10,内部,HRP System Manager;HRP Data Steward,流程与授权领域的HRP规则执行日志对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Core
ione_hrp,HRP Budget,HRP Budget Scenario,HRP预算场景,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算场景对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Version,HRP预算版本,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算版本对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Plan,HRP预算计划,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算计划对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Plan Line,HRP预算计划明细,Child,0,1,0,,,0,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算计划明细对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Budget,HRP Budget Target,HRP预算目标,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算目标对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Submission,HRP预算提交,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算提交对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Submission Line,HRP预算提交明细,Child,0,1,0,,,0,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算提交明细对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Budget,HRP Budget Review,HRP预算评审,Transaction,0,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算评审对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Approval,HRP预算审批,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算审批对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Release,HRP预算发布,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算发布对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Control Policy,HRP预算控制策略,Master,0,0,0,format:FIN-.#####,display_name,1,1,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算控制策略对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Budget,HRP Budget Control Rule,HRP预算控制规则,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算控制规则对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Budget,HRP Budget Ledger,HRP预算台账,Ledger,0,0,0,format:FIN-.YYYY.-.#####,subject,0,0,30,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算台账对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Reservation,HRP预算预占,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算预占对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Commitment,HRP预算承诺,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算承诺对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Actualization,HRP预算实际确认,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算实际确认对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Release Entry,HRP预算发布记录,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算发布记录对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Adjustment,HRP预算调整,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算调整对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Transfer,HRP预算调剂,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算调剂对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Budget,HRP Budget Forecast,HRP预算预测,Transaction,0,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,全面预算领域的HRP预算预测对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Expense,HRP Expense Policy,HRP费用策略,Master,0,0,0,format:FIN-.#####,display_name,1,1,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP费用策略对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Expense,HRP Expense Standard,HRP费用标准,Master,0,0,0,field:code,display_name,1,1,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP费用标准对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Expense,HRP Expense Preapproval,HRP费用事前申请,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP费用事前申请对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Expense,HRP Expense Preapproval Line,HRP费用事前申请明细,Child,0,1,0,,,0,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP费用事前申请明细对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Expense,HRP Travel Request,HRP差旅申请,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP差旅申请对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Expense,HRP Travel Itinerary,HRP差旅行程,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP差旅行程对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Expense,HRP Cash Advance,HRP现金借款,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP现金借款对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Expense,HRP Expense Claim Extension,HRP费用报销扩展,Transaction,0,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP费用报销扩展对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Expense,HRP Expense Claim Allocation,HRP费用报销分摊,Child,0,1,0,,,0,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP费用报销分摊对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Expense,HRP Invoice Verification,HRP发票校验,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,30,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP发票校验对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,Purchase Invoice,Finance
ione_hrp,HRP Expense,HRP Duplicate Invoice Hash,HRP重复发票指纹,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,30,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP重复发票指纹对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,Purchase Invoice,Finance
ione_hrp,HRP Expense,HRP Reimbursement Batch,HRP报账批次,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP报账批次对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Expense,HRP Personal Account Statement,HRP个人账户对账单,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP个人账户对账单对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,Account,Finance
ione_hrp,HRP Expense,HRP Expense Exception,HRP费用例外,Transaction,0,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,报账费用领域的HRP费用例外对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Treasury,HRP Cash Plan,HRP现金计划,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,资金管理领域的HRP现金计划对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Treasury,HRP Cash Plan Line,HRP现金计划明细,Child,0,1,0,,,0,0,10,内部,HRP Finance User;HRP Budget Manager,资金管理领域的HRP现金计划明细对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,,Finance
ione_hrp,HRP Treasury,HRP Payment Request,HRP付款申请,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,30,敏感,HRP Finance User;HRP Budget Manager,资金管理领域的HRP付款申请对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,Payment Entry,Finance
ione_hrp,HRP Treasury,HRP Payment Request Allocation,HRP付款申请分摊,Child,0,1,0,,,0,0,30,敏感,HRP Finance User;HRP Budget Manager,资金管理领域的HRP付款申请分摊对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,Payment Entry,Finance
ione_hrp,HRP Treasury,HRP Payment Batch,HRP付款批次,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,30,敏感,HRP Finance User;HRP Budget Manager,资金管理领域的HRP付款批次对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,Payment Entry,Finance
ione_hrp,HRP Treasury,HRP Payment Instruction,HRP付款指令,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,30,敏感,HRP Finance User;HRP Budget Manager,资金管理领域的HRP付款指令对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,Payment Entry,Finance
ione_hrp,HRP Treasury,HRP Bank Return,HRP银行回执,Log,0,0,0,format:FIN-.YYYY.-.#####,subject,0,0,10,敏感,HRP Finance User;HRP Budget Manager,资金管理领域的HRP银行回执对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Treasury,HRP Bank Statement Import,HRP银行对账单导入,Transaction,1,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,敏感,HRP Finance User;HRP Budget Manager,资金管理领域的HRP银行对账单导入对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Treasury,HRP Bank Reconciliation Task,HRP银行对账任务,Transaction,0,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,敏感,HRP Finance User;HRP Budget Manager,资金管理领域的HRP银行对账任务对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date;external_id;correlation_id,,Finance
ione_hrp,HRP Treasury,HRP Fund Position Snapshot,HRP资金岗位快照,Log,0,0,0,format:FIN-.YYYY.-.#####,subject,0,0,10,内部,HRP Finance User;HRP Budget Manager,资金管理领域的HRP资金岗位快照对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Treasury,HRP Cash Flow Forecast,HRP现金流预测,Transaction,0,0,0,format:FIN-.YYYY.-.#####,subject,1,0,10,内部,HRP Finance User;HRP Budget Manager,资金管理领域的HRP现金流预测对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Treasury,HRP Treasury Alert,HRP资金预警,Log,0,0,0,format:FIN-.YYYY.-.#####,subject,0,0,10,内部,HRP Finance User;HRP Budget Manager,资金管理领域的HRP资金预警对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit;status;posting_date,,Finance
ione_hrp,HRP Accounting Bridge,HRP Accounting Rule,HRP会计规则,Master,0,0,0,field:code,display_name,1,1,30,内部,HRP Finance User;HRP Budget Manager,会计桥接领域的HRP会计规则对象；用于支撑业务闭环、权限、审计与对账。,company;organization_unit,Account,Finance
